2023-12-13 11:42:36,804 INFO    StreamThr :4399 [internal.py:wandb_internal():86] W&B internal server running at pid: 4399, started at: 2023-12-13 11:42:36.803552
2023-12-13 11:42:36,813 DEBUG   HandlerThread:4399 [handler.py:handle_request():146] handle_request: status
2023-12-13 11:42:41,217 INFO    WriterThread:4399 [datastore.py:open_for_write():85] open: /content/openset_domain_adaptation/wandb/run-20231213_114236-xe37ebec/run-xe37ebec.wandb
2023-12-13 11:42:41,218 DEBUG   SenderThread:4399 [sender.py:send():382] send: header
2023-12-13 11:42:41,236 DEBUG   SenderThread:4399 [sender.py:send():382] send: run
2023-12-13 11:42:41,483 INFO    SenderThread:4399 [dir_watcher.py:__init__():211] watching files in: /content/openset_domain_adaptation/wandb/run-20231213_114236-xe37ebec/files
2023-12-13 11:42:41,483 INFO    SenderThread:4399 [sender.py:_start_run_threads():1136] run started: xe37ebec with start time 1702467756.803703
2023-12-13 11:42:41,491 DEBUG   HandlerThread:4399 [handler.py:handle_request():146] handle_request: check_version
2023-12-13 11:42:41,492 DEBUG   SenderThread:4399 [sender.py:send_request():409] send_request: check_version
2023-12-13 11:42:41,646 DEBUG   HandlerThread:4399 [handler.py:handle_request():146] handle_request: run_start
2023-12-13 11:42:41,646 DEBUG   HandlerThread:4399 [system_info.py:__init__():32] System info init
2023-12-13 11:42:41,646 DEBUG   HandlerThread:4399 [system_info.py:__init__():47] System info init done
2023-12-13 11:42:41,646 INFO    HandlerThread:4399 [system_monitor.py:start():194] Starting system monitor
2023-12-13 11:42:41,647 INFO    SystemMonitor:4399 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-13 11:42:41,647 INFO    HandlerThread:4399 [system_monitor.py:probe():214] Collecting system info
2023-12-13 11:42:41,647 INFO    SystemMonitor:4399 [interfaces.py:start():190] Started cpu monitoring
2023-12-13 11:42:41,648 INFO    SystemMonitor:4399 [interfaces.py:start():190] Started disk monitoring
2023-12-13 11:42:41,649 INFO    SystemMonitor:4399 [interfaces.py:start():190] Started gpu monitoring
2023-12-13 11:42:41,650 INFO    SystemMonitor:4399 [interfaces.py:start():190] Started memory monitoring
2023-12-13 11:42:41,652 DEBUG   HandlerThread:4399 [system_info.py:probe():196] Probing system
2023-12-13 11:42:41,653 DEBUG   HandlerThread:4399 [system_info.py:_probe_git():181] Probing git
2023-12-13 11:42:41,658 INFO    SystemMonitor:4399 [interfaces.py:start():190] Started network monitoring
2023-12-13 11:42:41,663 DEBUG   HandlerThread:4399 [system_info.py:_probe_git():189] Probing git done
2023-12-13 11:42:41,663 DEBUG   HandlerThread:4399 [system_info.py:probe():244] Probing system done
2023-12-13 11:42:41,663 DEBUG   HandlerThread:4399 [system_monitor.py:probe():223] {'os': 'Linux-5.15.120+-x86_64-with-glibc2.35', 'python': '3.10.12', 'heartbeatAt': '2023-12-13T11:42:41.652796', 'startedAt': '2023-12-13T11:42:36.785002', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'OpenDomainAdaptation_Thesisv4.ipynb', 'codePathLocal': 'OpenDomainAdaptation_Thesisv4.ipynb', 'colab': 'https://colab.research.google.com/notebook#fileId=1AHs9TgV4WiWxx-aejdHJfHj5hkpO8WPT', 'git': {'remote': 'https://github.com/sangoncalves/openset_domain_adaptation.git', 'commit': 'b1bc9aeada350b787ff27793942212f759242a61'}, 'email': 'sander.martinsgoncalves@gmail.com', 'root': '/content/openset_domain_adaptation', 'host': '76a56aba7b88', 'username': 'root', 'executable': '/usr/bin/python3', 'cpu_count': 1, 'cpu_count_logical': 2, 'cpu_freq': {'current': 2299.998, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2299.998, 'min': 0.0, 'max': 0.0}, {'current': 2299.998, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 166.77415084838867, 'used': 49.634056091308594}}, 'gpu': 'Tesla T4', 'gpu_count': 1, 'gpu_devices': [{'name': 'Tesla T4', 'memory_total': 16106127360}], 'memory': {'total': 12.6783447265625}}
2023-12-13 11:42:41,663 INFO    HandlerThread:4399 [system_monitor.py:probe():224] Finished collecting system info
2023-12-13 11:42:41,663 INFO    HandlerThread:4399 [system_monitor.py:probe():227] Publishing system info
2023-12-13 11:42:41,663 DEBUG   HandlerThread:4399 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-12-13 11:42:41,664 DEBUG   HandlerThread:4399 [system_info.py:_save_pip():68] Saving pip packages done
2023-12-13 11:42:41,676 INFO    HandlerThread:4399 [system_monitor.py:probe():229] Finished publishing system info
2023-12-13 11:42:41,677 DEBUG   SenderThread:4399 [sender.py:send():382] send: files
2023-12-13 11:42:41,677 INFO    SenderThread:4399 [sender.py:_save_file():1392] saving file wandb-metadata.json with policy now
2023-12-13 11:42:41,714 DEBUG   HandlerThread:4399 [handler.py:handle_request():146] handle_request: stop_status
2023-12-13 11:42:41,715 DEBUG   SenderThread:4399 [sender.py:send_request():409] send_request: stop_status
2023-12-13 11:42:41,756 DEBUG   HandlerThread:4399 [handler.py:handle_request():146] handle_request: partial_history
2023-12-13 11:42:41,758 DEBUG   HandlerThread:4399 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-13 11:42:42,077 INFO    wandb-upload_0:4399 [upload_job.py:push():131] Uploaded file /tmp/tmpwo2ivykkwandb/5lmsp6iq-wandb-metadata.json
2023-12-13 11:42:42,081 DEBUG   SenderThread:4399 [sender.py:send():382] send: telemetry
2023-12-13 11:42:42,082 DEBUG   HandlerThread:4399 [handler.py:handle_request():146] handle_request: status_report
2023-12-13 11:42:42,082 DEBUG   SenderThread:4399 [sender.py:send():382] send: telemetry
2023-12-13 11:42:42,082 DEBUG   SenderThread:4399 [sender.py:send():382] send: run
2023-12-13 11:42:42,146 INFO    SenderThread:4399 [sender.py:send_run():1010] updated run: xe37ebec
2023-12-13 11:42:42,146 DEBUG   SenderThread:4399 [sender.py:send():382] send: history
2023-12-13 11:42:42,146 DEBUG   SenderThread:4399 [sender.py:send_request():409] send_request: summary_record
2023-12-13 11:42:42,146 INFO    SenderThread:4399 [sender.py:_save_file():1392] saving file wandb-summary.json with policy end
2023-12-13 11:42:42,147 DEBUG   SenderThread:4399 [sender.py:send():382] send: telemetry
2023-12-13 11:42:42,147 DEBUG   SenderThread:4399 [sender.py:send():382] send: config
2023-12-13 11:42:42,147 DEBUG   SenderThread:4399 [sender.py:send():382] send: config
2023-12-13 11:42:42,147 DEBUG   SenderThread:4399 [sender.py:send():382] send: config
2023-12-13 11:42:42,147 DEBUG   SenderThread:4399 [sender.py:send():382] send: config
2023-12-13 11:42:42,147 DEBUG   SenderThread:4399 [sender.py:send():382] send: config
2023-12-13 11:42:42,147 DEBUG   SenderThread:4399 [sender.py:send():382] send: config
2023-12-13 11:42:42,147 DEBUG   SenderThread:4399 [sender.py:send():382] send: config
2023-12-13 11:42:42,147 DEBUG   SenderThread:4399 [sender.py:send():382] send: config
2023-12-13 11:42:42,147 DEBUG   SenderThread:4399 [sender.py:send():382] send: config
2023-12-13 11:42:42,147 DEBUG   SenderThread:4399 [sender.py:send():382] send: config
2023-12-13 11:42:42,147 DEBUG   SenderThread:4399 [sender.py:send():382] send: config
2023-12-13 11:42:42,147 DEBUG   SenderThread:4399 [sender.py:send():382] send: config
2023-12-13 11:42:42,147 DEBUG   SenderThread:4399 [sender.py:send():382] send: config
2023-12-13 11:42:42,148 DEBUG   SenderThread:4399 [sender.py:send():382] send: telemetry
2023-12-13 11:42:42,148 DEBUG   SenderThread:4399 [sender.py:send():382] send: exit
2023-12-13 11:42:42,148 INFO    SenderThread:4399 [sender.py:send_exit():589] handling exit code: 1
2023-12-13 11:42:42,148 INFO    SenderThread:4399 [sender.py:send_exit():591] handling runtime: 0
2023-12-13 11:42:42,149 INFO    SenderThread:4399 [sender.py:_save_file():1392] saving file wandb-summary.json with policy end
2023-12-13 11:42:42,149 INFO    SenderThread:4399 [sender.py:send_exit():597] send defer
2023-12-13 11:42:42,149 DEBUG   HandlerThread:4399 [handler.py:handle_request():146] handle_request: defer
2023-12-13 11:42:42,149 INFO    HandlerThread:4399 [handler.py:handle_request_defer():172] handle defer: 0
2023-12-13 11:42:42,149 DEBUG   SenderThread:4399 [sender.py:send_request():409] send_request: defer
2023-12-13 11:42:42,149 INFO    SenderThread:4399 [sender.py:send_request_defer():613] handle sender defer: 0
2023-12-13 11:42:42,149 INFO    SenderThread:4399 [sender.py:transition_state():617] send defer: 1
2023-12-13 11:42:42,150 DEBUG   HandlerThread:4399 [handler.py:handle_request():146] handle_request: defer
2023-12-13 11:42:42,150 INFO    HandlerThread:4399 [handler.py:handle_request_defer():172] handle defer: 1
2023-12-13 11:42:42,150 DEBUG   SenderThread:4399 [sender.py:send_request():409] send_request: defer
2023-12-13 11:42:42,150 INFO    SenderThread:4399 [sender.py:send_request_defer():613] handle sender defer: 1
2023-12-13 11:42:42,150 INFO    SenderThread:4399 [sender.py:transition_state():617] send defer: 2
2023-12-13 11:42:42,150 DEBUG   HandlerThread:4399 [handler.py:handle_request():146] handle_request: defer
2023-12-13 11:42:42,150 INFO    HandlerThread:4399 [handler.py:handle_request_defer():172] handle defer: 2
2023-12-13 11:42:42,150 INFO    HandlerThread:4399 [system_monitor.py:finish():203] Stopping system monitor
2023-12-13 11:42:42,150 INFO    HandlerThread:4399 [interfaces.py:finish():202] Joined cpu monitor
2023-12-13 11:42:42,151 DEBUG   SystemMonitor:4399 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2023-12-13 11:42:42,151 DEBUG   SystemMonitor:4399 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2023-12-13 11:42:42,151 DEBUG   SystemMonitor:4399 [system_monitor.py:_start():183] Publishing last batch of metrics
2023-12-13 11:42:42,151 INFO    HandlerThread:4399 [interfaces.py:finish():202] Joined disk monitor
2023-12-13 11:42:42,159 INFO    HandlerThread:4399 [interfaces.py:finish():202] Joined gpu monitor
2023-12-13 11:42:42,159 INFO    HandlerThread:4399 [interfaces.py:finish():202] Joined memory monitor
2023-12-13 11:42:42,159 INFO    HandlerThread:4399 [interfaces.py:finish():202] Joined network monitor
2023-12-13 11:42:42,159 DEBUG   SenderThread:4399 [sender.py:send_request():409] send_request: defer
2023-12-13 11:42:42,159 INFO    SenderThread:4399 [sender.py:send_request_defer():613] handle sender defer: 2
2023-12-13 11:42:42,159 INFO    SenderThread:4399 [sender.py:transition_state():617] send defer: 3
2023-12-13 11:42:42,159 DEBUG   SenderThread:4399 [sender.py:send():382] send: stats
2023-12-13 11:42:42,160 DEBUG   HandlerThread:4399 [handler.py:handle_request():146] handle_request: defer
2023-12-13 11:42:42,160 INFO    HandlerThread:4399 [handler.py:handle_request_defer():172] handle defer: 3
2023-12-13 11:42:42,160 DEBUG   SenderThread:4399 [sender.py:send_request():409] send_request: defer
2023-12-13 11:42:42,160 INFO    SenderThread:4399 [sender.py:send_request_defer():613] handle sender defer: 3
2023-12-13 11:42:42,160 INFO    SenderThread:4399 [sender.py:transition_state():617] send defer: 4
2023-12-13 11:42:42,160 DEBUG   HandlerThread:4399 [handler.py:handle_request():146] handle_request: defer
2023-12-13 11:42:42,160 INFO    HandlerThread:4399 [handler.py:handle_request_defer():172] handle defer: 4
2023-12-13 11:42:42,160 DEBUG   SenderThread:4399 [sender.py:send_request():409] send_request: defer
2023-12-13 11:42:42,161 INFO    SenderThread:4399 [sender.py:send_request_defer():613] handle sender defer: 4
2023-12-13 11:42:42,161 INFO    SenderThread:4399 [sender.py:transition_state():617] send defer: 5
2023-12-13 11:42:42,161 DEBUG   HandlerThread:4399 [handler.py:handle_request():146] handle_request: defer
2023-12-13 11:42:42,161 INFO    HandlerThread:4399 [handler.py:handle_request_defer():172] handle defer: 5
2023-12-13 11:42:42,161 DEBUG   SenderThread:4399 [sender.py:send():382] send: summary
2023-12-13 11:42:42,162 INFO    SenderThread:4399 [sender.py:_save_file():1392] saving file wandb-summary.json with policy end
2023-12-13 11:42:42,162 DEBUG   SenderThread:4399 [sender.py:send_request():409] send_request: defer
2023-12-13 11:42:42,162 INFO    SenderThread:4399 [sender.py:send_request_defer():613] handle sender defer: 5
2023-12-13 11:42:42,162 INFO    SenderThread:4399 [sender.py:transition_state():617] send defer: 6
2023-12-13 11:42:42,162 DEBUG   HandlerThread:4399 [handler.py:handle_request():146] handle_request: defer
2023-12-13 11:42:42,162 INFO    HandlerThread:4399 [handler.py:handle_request_defer():172] handle defer: 6
2023-12-13 11:42:42,162 DEBUG   SenderThread:4399 [sender.py:send_request():409] send_request: defer
2023-12-13 11:42:42,162 INFO    SenderThread:4399 [sender.py:send_request_defer():613] handle sender defer: 6
2023-12-13 11:42:42,166 DEBUG   HandlerThread:4399 [handler.py:handle_request():146] handle_request: status_report
2023-12-13 11:42:42,217 INFO    SenderThread:4399 [sender.py:transition_state():617] send defer: 7
2023-12-13 11:42:42,217 DEBUG   HandlerThread:4399 [handler.py:handle_request():146] handle_request: defer
2023-12-13 11:42:42,217 INFO    HandlerThread:4399 [handler.py:handle_request_defer():172] handle defer: 7
2023-12-13 11:42:42,217 DEBUG   SenderThread:4399 [sender.py:send_request():409] send_request: defer
2023-12-13 11:42:42,217 INFO    SenderThread:4399 [sender.py:send_request_defer():613] handle sender defer: 7
2023-12-13 11:42:42,486 INFO    Thread-26 :4399 [dir_watcher.py:_on_file_modified():288] file/dir modified: /content/openset_domain_adaptation/wandb/run-20231213_114236-xe37ebec/files/config.yaml
2023-12-13 11:42:42,486 INFO    Thread-26 :4399 [dir_watcher.py:_on_file_created():271] file/dir created: /content/openset_domain_adaptation/wandb/run-20231213_114236-xe37ebec/files/output.log
2023-12-13 11:42:42,486 INFO    Thread-26 :4399 [dir_watcher.py:_on_file_created():271] file/dir created: /content/openset_domain_adaptation/wandb/run-20231213_114236-xe37ebec/files/wandb-summary.json
2023-12-13 11:42:42,486 INFO    Thread-26 :4399 [dir_watcher.py:_on_file_created():271] file/dir created: /content/openset_domain_adaptation/wandb/run-20231213_114236-xe37ebec/files/wandb-metadata.json
2023-12-13 11:42:42,487 INFO    Thread-26 :4399 [dir_watcher.py:_on_file_created():271] file/dir created: /content/openset_domain_adaptation/wandb/run-20231213_114236-xe37ebec/files/requirements.txt
2023-12-13 11:42:42,789 DEBUG   HandlerThread:4399 [handler.py:handle_request():146] handle_request: poll_exit
2023-12-13 11:42:44,485 INFO    Thread-26 :4399 [dir_watcher.py:_on_file_modified():288] file/dir modified: /content/openset_domain_adaptation/wandb/run-20231213_114236-xe37ebec/files/output.log
