2023-10-09 21:12:57,372 INFO    StreamThr :8845 [internal.py:wandb_internal():86] W&B internal server running at pid: 8845, started at: 2023-10-09 21:12:57.371731
2023-10-09 21:12:57,374 DEBUG   HandlerThread:8845 [handler.py:handle_request():146] handle_request: status
2023-10-09 21:13:00,290 INFO    WriterThread:8845 [datastore.py:open_for_write():85] open: /content/openset_domain_adaptation/wandb/run-20231009_211256-qijqni1z/run-qijqni1z.wandb
2023-10-09 21:13:00,291 DEBUG   SenderThread:8845 [sender.py:send():380] send: header
2023-10-09 21:13:00,296 DEBUG   SenderThread:8845 [sender.py:send():380] send: run
2023-10-09 21:13:00,725 INFO    SenderThread:8845 [dir_watcher.py:__init__():211] watching files in: /content/openset_domain_adaptation/wandb/run-20231009_211256-qijqni1z/files
2023-10-09 21:13:00,725 INFO    SenderThread:8845 [sender.py:_start_run_threads():1122] run started: qijqni1z with start time 1696885976.610721
2023-10-09 21:13:00,735 DEBUG   HandlerThread:8845 [handler.py:handle_request():146] handle_request: check_version
2023-10-09 21:13:00,735 DEBUG   SenderThread:8845 [sender.py:send_request():407] send_request: check_version
2023-10-09 21:13:00,869 DEBUG   HandlerThread:8845 [handler.py:handle_request():146] handle_request: run_start
2023-10-09 21:13:00,870 DEBUG   HandlerThread:8845 [system_info.py:__init__():32] System info init
2023-10-09 21:13:00,870 DEBUG   HandlerThread:8845 [system_info.py:__init__():47] System info init done
2023-10-09 21:13:00,870 INFO    HandlerThread:8845 [system_monitor.py:start():194] Starting system monitor
2023-10-09 21:13:00,870 INFO    SystemMonitor:8845 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-10-09 21:13:00,870 INFO    HandlerThread:8845 [system_monitor.py:probe():214] Collecting system info
2023-10-09 21:13:00,871 INFO    SystemMonitor:8845 [interfaces.py:start():190] Started cpu monitoring
2023-10-09 21:13:00,872 INFO    SystemMonitor:8845 [interfaces.py:start():190] Started disk monitoring
2023-10-09 21:13:00,872 INFO    SystemMonitor:8845 [interfaces.py:start():190] Started gpu monitoring
2023-10-09 21:13:00,874 INFO    SystemMonitor:8845 [interfaces.py:start():190] Started memory monitoring
2023-10-09 21:13:00,874 INFO    SystemMonitor:8845 [interfaces.py:start():190] Started network monitoring
2023-10-09 21:13:00,877 DEBUG   HandlerThread:8845 [system_info.py:probe():196] Probing system
2023-10-09 21:13:00,878 DEBUG   HandlerThread:8845 [system_info.py:_probe_git():181] Probing git
2023-10-09 21:13:00,884 DEBUG   HandlerThread:8845 [system_info.py:_probe_git():189] Probing git done
2023-10-09 21:13:00,884 DEBUG   HandlerThread:8845 [system_info.py:probe():244] Probing system done
2023-10-09 21:13:00,884 DEBUG   HandlerThread:8845 [system_monitor.py:probe():223] {'os': 'Linux-5.15.120+-x86_64-with-glibc2.35', 'python': '3.10.12', 'heartbeatAt': '2023-10-09T21:13:00.877777', 'startedAt': '2023-10-09T21:12:56.597087', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'OpenDomainAdaptation_Thesisv4.ipynb', 'codePathLocal': 'OpenDomainAdaptation_Thesisv4.ipynb', 'colab': 'https://colab.research.google.com/notebook#fileId=1AHs9TgV4WiWxx-aejdHJfHj5hkpO8WPT', 'git': {'remote': 'https://github.com/sangoncalves/openset_domain_adaptation.git', 'commit': '2fbea5a426c218e34ccc874f0d8c15c6b3f6c6e4'}, 'email': 'sander.martinsgoncalves@gmail.com', 'root': '/content/openset_domain_adaptation', 'host': 'bf3b803beeb8', 'username': 'root', 'executable': '/usr/bin/python3', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2000.162, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2000.162, 'min': 0.0, 'max': 0.0}, {'current': 2000.162, 'min': 0.0, 'max': 0.0}, {'current': 2000.162, 'min': 0.0, 'max': 0.0}, {'current': 2000.162, 'min': 0.0, 'max': 0.0}, {'current': 2000.162, 'min': 0.0, 'max': 0.0}, {'current': 2000.162, 'min': 0.0, 'max': 0.0}, {'current': 2000.162, 'min': 0.0, 'max': 0.0}, {'current': 2000.162, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 166.77415084838867, 'used': 49.55487823486328}}, 'gpu': 'Tesla V100-SXM2-16GB', 'gpu_count': 1, 'gpu_devices': [{'name': 'Tesla V100-SXM2-16GB', 'memory_total': 17179869184}], 'memory': {'total': 50.99726867675781}}
2023-10-09 21:13:00,884 INFO    HandlerThread:8845 [system_monitor.py:probe():224] Finished collecting system info
2023-10-09 21:13:00,884 INFO    HandlerThread:8845 [system_monitor.py:probe():227] Publishing system info
2023-10-09 21:13:00,884 DEBUG   HandlerThread:8845 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-09 21:13:00,885 DEBUG   HandlerThread:8845 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-09 21:13:00,885 INFO    HandlerThread:8845 [system_monitor.py:probe():229] Finished publishing system info
2023-10-09 21:13:00,886 DEBUG   SenderThread:8845 [sender.py:send():380] send: files
2023-10-09 21:13:00,886 INFO    SenderThread:8845 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-09 21:13:00,899 DEBUG   HandlerThread:8845 [handler.py:handle_request():146] handle_request: stop_status
2023-10-09 21:13:00,899 DEBUG   SenderThread:8845 [sender.py:send_request():407] send_request: stop_status
2023-10-09 21:13:00,939 DEBUG   HandlerThread:8845 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-09 21:13:00,939 DEBUG   HandlerThread:8845 [handler.py:handle_request():146] handle_request: partial_history
2023-10-09 21:13:01,224 DEBUG   SenderThread:8845 [sender.py:send():380] send: telemetry
2023-10-09 21:13:01,225 DEBUG   SenderThread:8845 [sender.py:send():380] send: telemetry
2023-10-09 21:13:01,225 DEBUG   SenderThread:8845 [sender.py:send():380] send: run
2023-10-09 21:13:01,403 INFO    SenderThread:8845 [sender.py:send_run():1000] updated run: qijqni1z
2023-10-09 21:13:01,403 DEBUG   SenderThread:8845 [sender.py:send():380] send: history
2023-10-09 21:13:01,403 DEBUG   SenderThread:8845 [sender.py:send_request():407] send_request: summary_record
